race,income,sex,schoolYears,age,spend
white,58712.0,female,16.0,45.0,746.64
white,136068.0,male,18.0,32.0,708.6
black,18305.0,male,11.0,30.0,596.1
black,47776.0,male,14.0,37.0,809.2
other,198379.0,male,15.0,32.0,676.57
white,61770.0,male,15.0,32.0,674.74
black,74949.0,female,15.0,52.0,604.35
white,25243.0,female,16.0,45.0,715.11
white,23708.0,female,15.0,46.0,719.12
white,11373.0,female,15.0,45.0,702.92
white,21129.0,female,14.0,48.0,714.02
white,39137.0,male,13.0,34.0,735.17
white,66564.0,female,16.0,45.0,714.89
white,17204.0,male,12.0,34.0,699.66
asian,8207.0,female,15.0,52.0,868.57
white,43551.0,female,15.0,56.0,844.9
other,66623.0,male,14.0,29.0,572.27
hispanic,35688.0,female,12.0,44.0,680.33
black,73644.0,male,14.0,39.0,900.88
hispanic,49982.0,male,14.0,36.0,947.83
hispanic,27016.0,female,12.0,53.0,793.05
white,136826.0,male,17.0,35.0,779.8
white,98169.0,female,18.0,50.0,772.46
hispanic,17116.0,male,10.0,31.0,748.67
white,269979.0,male,18.0,28.0,607.93
hispanic,71925.0,female,15.0,41.0,663.11
asian,79501.0,male,18.0,38.0,875.11
white,123569.0,male,16.0,43.0,1043.04
white,12219.0,male,14.0,36.0,779.44
white,128713.0,male,19.0,37.0,869.0
white,25256.0,male,15.0,29.0,590.47
white,15370.0,male,14.0,29.0,577.9
hispanic,24764.0,female,11.0,55.0,796.43
white,11300.0,male,16.0,34.0,715.3
hispanic,14732.0,male,11.0,43.0,1171.15
hispanic,7126.0,male,12.0,35.0,863.62
white,21001.0,male,13.0,30.0,566.15
white,25842.0,female,13.0,52.0,776.75
white,38619.0,male,16.0,39.0,896.74
white,5351.0,female,15.0,48.0,728.55
other,22509.0,male,11.0,34.0,708.16
black,40185.0,female,12.0,50.0,530.21
white,115201.0,male,17.0,43.0,1053.38
white,38668.0,female,15.0,49.0,751.01
black,93110.0,female,16.0,50.0,549.46
other,53266.0,female,14.0,48.0,738.68
hispanic,110287.0,male,17.0,36.0,948.02
black,12411.0,female,11.0,53.0,565.63
white,595166.0,male,15.0,35.0,803.21
white,62927.0,female,17.0,49.0,769.28
white,58567.0,male,15.0,26.0,508.38
black,33203.0,male,12.0,31.0,634.49
other,24241.0,male,13.0,35.0,732.67
other,41185.0,male,15.0,34.0,714.77
hispanic,45468.0,male,14.0,36.0,928.49
white,81022.0,female,19.0,44.0,698.99
asian,17701.0,male,14.0,29.0,562.78
asian,19106.0,female,15.0,47.0,828.3
white,11887.0,female,14.0,47.0,720.42
white,52324.0,male,17.0,31.0,648.66
hispanic,71314.0,male,15.0,38.0,1009.21
white,94010.0,male,19.0,35.0,774.94
white,172050.0,female,16.0,47.0,761.25
black,106404.0,female,15.0,55.0,612.55
hispanic,25849.0,male,13.0,33.0,837.37
black,16804.0,male,11.0,37.0,809.94
white,48318.0,female,15.0,52.0,789.46
white,211191.0,male,17.0,34.0,732.65
other,95058.0,male,16.0,33.0,706.83
white,25292.0,male,13.0,30.0,602.66
white,339088.0,male,18.0,34.0,739.8
white,8113.0,female,14.0,47.0,731.82
hispanic,1669.0,female,13.0,50.0,727.43
white,105487.0,female,18.0,52.0,801.94
black,39643.0,male,13.0,32.0,670.83
white,22634.0,male,13.0,32.0,657.93
other,31941.0,male,13.0,33.0,655.67
black,132954.0,female,17.0,47.0,545.45
hispanic,69001.0,male,15.0,34.0,901.11
white,135520.0,female,18.0,52.0,799.77
other,18708.0,female,13.0,56.0,812.08
white,86065.0,male,19.0,31.0,651.62
hispanic,54427.0,male,14.0,42.0,1134.17
white,87697.0,female,16.0,53.0,825.38
white,84387.0,male,17.0,31.0,636.74
asian,51622.0,female,17.0,50.0,868.13
black,63562.0,male,13.0,36.0,775.33
white,127011.0,male,19.0,25.0,491.97
white,26616.0,female,15.0,53.0,793.43
asian,31281.0,female,17.0,55.0,941.96
white,23769.0,female,15.0,53.0,784.41
black,100476.0,female,16.0,48.0,541.6
hispanic,95126.0,male,17.0,33.0,885.8
white,45000.0,female,16.0,52.0,785.27
hispanic,8645.0,female,11.0,56.0,807.17
white,21098.0,female,13.0,47.0,714.36
black,223746.0,female,17.0,54.0,631.74
white,77141.0,male,17.0,32.0,705.4
hispanic,112143.0,male,17.0,37.0,995.06
white,68364.0,male,15.0,41.0,943.82
white,8037.0,male,16.0,37.0,829.17
white,111587.0,male,18.0,35.0,787.9
white,17467.0,female,14.0,51.0,764.27
hispanic,134824.0,female,17.0,57.0,863.51
black,65489.0,female,13.0,46.0,511.47
black,27333.0,female,12.0,44.0,456.88
white,49903.0,female,17.0,44.0,699.04
white,95190.0,male,18.0,38.0,904.85
hispanic,66358.0,male,14.0,40.0,1084.9
white,61356.0,male,16.0,26.0,533.98
white,147347.0,female,18.0,53.0,838.07
hispanic,30648.0,male,11.0,32.0,804.52
hispanic,251386.0,male,16.0,34.0,883.78
white,32069.0,female,13.0,44.0,676.34
white,27507.0,male,15.0,33.0,664.47
white,462734.0,male,18.0,37.0,851.07
hispanic,29143.0,male,12.0,40.0,1058.75
white,58971.0,male,16.0,31.0,659.5
white,32018.0,male,14.0,39.0,893.0
white,104367.0,male,19.0,33.0,702.25
white,172109.0,male,18.0,33.0,720.75
white,9509.0,male,13.0,30.0,593.31
white,90088.0,male,18.0,33.0,728.45
white,5846.0,female,15.0,55.0,793.37
asian,90396.0,male,18.0,33.0,712.05
white,16033.0,female,15.0,53.0,798.42
white,25370.0,female,14.0,53.0,816.51
asian,50439.0,female,18.0,43.0,822.17
other,159049.0,male,14.0,33.0,717.51
hispanic,63508.0,female,13.0,50.0,747.57
white,11982.0,female,14.0,46.0,709.31
black,29202.0,male,11.0,30.0,617.48
white,53250.0,female,16.0,48.0,759.51
white,29849.0,female,14.0,60.0,870.96
asian,7070.0,male,16.0,41.0,963.3
black,8983.0,male,13.0,37.0,749.33
white,37052.0,female,15.0,49.0,744.96
white,42686.0,female,17.0,52.0,833.13
white,95427.0,male,18.0,30.0,615.28
white,120166.0,female,18.0,52.0,809.36
hispanic,150152.0,female,15.0,49.0,796.59
hispanic,56646.0,female,13.0,53.0,822.77
other,165780.0,female,14.0,46.0,738.19
black,15104.0,male,11.0,29.0,558.55
black,24907.0,female,11.0,52.0,553.34
white,67739.0,female,16.0,45.0,725.19
asian,220488.0,female,19.0,52.0,951.64
white,258128.0,female,19.0,46.0,768.15
other,35664.0,female,13.0,52.0,775.23
white,10005.0,female,14.0,53.0,797.94
hispanic,185202.0,male,17.0,34.0,894.26
white,260856.0,male,18.0,38.0,852.92
hispanic,3920.0,male,12.0,35.0,855.65
other,315011.0,female,16.0,46.0,761.68
other,58232.0,male,15.0,37.0,795.68
white,86389.0,female,16.0,39.0,662.86
white,8194.0,female,16.0,50.0,760.87
white,12282.0,male,13.0,24.0,418.05
white,6021.0,female,14.0,43.0,669.44
other,66267.0,female,14.0,47.0,754.67
black,35032.0,female,12.0,60.0,656.43
white,45018.0,female,14.0,38.0,608.89
other,84685.0,female,16.0,52.0,821.83
asian,52829.0,female,16.0,52.0,898.49
white,6670.0,female,15.0,52.0,771.55
white,98056.0,male,18.0,41.0,988.4
black,295958.0,female,16.0,49.0,562.33
hispanic,72578.0,male,15.0,38.0,1006.84
white,66454.0,female,17.0,49.0,760.87
white,49946.0,female,15.0,50.0,755.42
white,53737.0,female,17.0,54.0,800.59
black,11413.0,female,12.0,46.0,508.73
white,15325.0,female,15.0,47.0,709.0
white,69037.0,male,17.0,38.0,879.89
black,393000.0,male,16.0,33.0,708.05
white,13247.0,female,14.0,50.0,750.36
white,88555.0,female,16.0,49.0,785.99
black,25659.0,female,11.0,54.0,581.62
hispanic,8201.0,female,12.0,50.0,751.37
hispanic,76037.0,female,13.0,53.0,824.94
white,236280.0,female,19.0,54.0,871.93
white,54168.0,male,16.0,36.0,789.97
white,362902.0,female,16.0,49.0,773.74
white,63610.0,female,16.0,49.0,777.44
other,52105.0,male,14.0,33.0,701.35
white,20347.0,male,14.0,32.0,641.16
white,36729.0,female,13.0,53.0,780.51
white,46841.0,female,15.0,48.0,734.18
white,34595.0,female,13.0,44.0,702.11
hispanic,129993.0,male,17.0,36.0,962.72
other,179966.0,female,16.0,49.0,781.13
hispanic,154755.0,male,17.0,27.0,705.83
white,72875.0,male,18.0,38.0,864.61
black,38953.0,female,12.0,47.0,527.03
black,22133.0,female,12.0,50.0,535.4
white,158496.0,female,19.0,50.0,782.87
asian,89823.0,male,20.0,34.0,758.2
white,27551.0,female,15.0,49.0,749.67
white,43771.0,female,17.0,54.0,819.74
hispanic,15731.0,female,12.0,38.0,619.88
white,17321.0,male,14.0,24.0,447.32
white,57482.0,female,15.0,54.0,824.19
white,215076.0,male,17.0,34.0,756.67
black,26055.0,male,12.0,30.0,577.7
white,131819.0,male,18.0,38.0,895.4
white,54864.0,male,15.0,32.0,684.75
other,70021.0,male,13.0,38.0,833.15
asian,69206.0,male,17.0,36.0,795.94
hispanic,142777.0,male,16.0,21.0,591.57
other,31211.0,female,14.0,51.0,761.27
hispanic,222842.0,female,17.0,46.0,750.56
hispanic,10966.0,male,12.0,34.0,889.69
white,39686.0,male,13.0,34.0,726.72
white,24540.0,male,15.0,35.0,760.57
black,17782.0,female,11.0,45.0,473.65
white,14263.0,female,14.0,48.0,700.65
other,13314.0,male,12.0,34.0,698.34
other,66754.0,male,13.0,34.0,718.1
white,7994.0,female,15.0,49.0,745.41
black,28089.0,male,13.0,34.0,715.72
black,27647.0,female,14.0,47.0,517.77
white,34083.0,female,15.0,48.0,744.43
other,10945.0,male,12.0,39.0,878.87
white,51206.0,female,15.0,57.0,831.49
white,105842.0,female,18.0,44.0,726.29
hispanic,104964.0,male,16.0,35.0,928.52
black,255622.0,male,15.0,41.0,981.59
white,201147.0,female,18.0,48.0,788.87
other,2100000.0,male,13.0,33.0,722.78
white,19004.0,female,15.0,53.0,804.07
white,265007.0,female,17.0,50.0,803.76
white,101292.0,female,18.0,51.0,811.49
white,105642.0,female,18.0,50.0,775.98
hispanic,71200.0,male,15.0,37.0,973.87
white,89724.0,male,18.0,30.0,635.88
white,261335.0,male,17.0,35.0,760.52
white,190724.0,female,17.0,52.0,815.9
hispanic,66074.0,male,15.0,32.0,829.27
white,28482.0,female,14.0,46.0,721.5
asian,27755.0,female,14.0,53.0,862.23
white,299385.0,female,19.0,48.0,760.43
white,43448.0,female,14.0,44.0,695.7
white,179548.0,male,17.0,38.0,881.28
white,213141.0,female,18.0,64.0,959.08
white,22670.0,male,15.0,32.0,655.55
white,11448.0,female,14.0,41.0,621.54
hispanic,93343.0,male,15.0,38.0,999.8
white,58970.0,male,17.0,32.0,697.64
white,20446.0,female,16.0,51.0,760.28
black,307680.0,female,17.0,54.0,627.15
white,112618.0,male,19.0,30.0,617.92
other,58890.0,male,13.0,30.0,648.44
other,82799.0,male,16.0,34.0,754.66
other,49350.0,male,14.0,28.0,561.67
white,39004.0,female,14.0,49.0,738.14
hispanic,47009.0,male,13.0,35.0,896.22
other,7930.0,female,13.0,52.0,738.34
white,12640.0,male,15.0,37.0,819.33
other,114230.0,male,16.0,39.0,890.28
asian,8007.0,male,15.0,35.0,755.93
white,65875.0,male,16.0,34.0,761.88
hispanic,162506.0,male,17.0,32.0,832.85
white,104480.0,male,18.0,30.0,642.26
white,61835.0,female,16.0,53.0,804.66
white,36111.0,male,14.0,38.0,867.57
white,74964.0,female,16.0,50.0,792.7
white,155933.0,female,18.0,56.0,868.37
white,70904.0,male,16.0,38.0,871.67
hispanic,49884.0,male,13.0,39.0,1036.81
white,21996.0,male,13.0,37.0,818.31
white,68281.0,female,16.0,47.0,754.75
white,35081.0,male,14.0,30.0,593.91
other,132181.0,male,17.0,32.0,672.74
white,19930.0,male,15.0,37.0,822.87
white,21918.0,male,13.0,39.0,855.97
white,35749.0,male,13.0,30.0,580.7
black,22768.0,female,9.0,52.0,564.31
white,48328.0,male,15.0,29.0,574.48
white,23265.0,female,13.0,43.0,687.59
white,18380.0,male,14.0,36.0,769.7
white,61175.0,male,16.0,36.0,804.61
white,106835.0,female,18.0,46.0,763.84
white,11636.0,female,13.0,52.0,742.16
white,11023.0,male,15.0,40.0,911.56
hispanic,13785.0,male,12.0,38.0,965.61
hispanic,16372.0,female,12.0,43.0,694.66
other,313280.0,female,14.0,56.0,845.16
asian,19331.0,male,14.0,30.0,605.5
other,38563.0,male,11.0,33.0,692.69
white,20428.0,female,11.0,49.0,733.1
other,924135.0,female,12.0,43.0,720.61
hispanic,30211.0,male,12.0,36.0,927.9
black,119215.0,female,17.0,59.0,679.29
white,19297.0,male,11.0,40.0,894.69
hispanic,214993.0,male,14.0,31.0,820.45
other,19893.0,female,12.0,52.0,768.87
hispanic,156803.0,male,16.0,33.0,856.17
white,60719.0,female,16.0,47.0,746.24
white,10437.0,male,12.0,28.0,510.64
white,68654.0,male,15.0,34.0,755.31
hispanic,102250.0,male,14.0,31.0,808.43
other,52516.0,male,14.0,36.0,782.48
white,100335.0,female,17.0,53.0,827.12
hispanic,159671.0,male,15.0,34.0,904.29
hispanic,54592.0,female,12.0,52.0,793.87
white,28927.0,female,14.0,43.0,685.53
hispanic,12324.0,female,12.0,49.0,726.96
white,112354.0,female,19.0,48.0,774.43
black,21283.0,female,10.0,53.0,568.64
white,105783.0,female,17.0,55.0,841.74
white,130682.0,female,19.0,50.0,795.4
white,10391.0,male,15.0,35.0,715.3
white,18423.0,male,14.0,34.0,711.99
white,41647.0,male,16.0,35.0,761.26
asian,71978.0,female,17.0,51.0,908.65
white,27300.0,male,13.0,29.0,577.1
white,11935.0,male,14.0,36.0,774.21
white,89398.0,male,17.0,29.0,595.85
white,108315.0,male,17.0,31.0,657.33
white,27790.0,male,13.0,33.0,668.33
other,359353.0,female,16.0,54.0,854.32
black,49219.0,female,15.0,45.0,509.76
white,15295.0,male,14.0,32.0,649.66
white,53371.0,female,15.0,45.0,731.75
white,8924.0,female,15.0,55.0,811.76
white,186386.0,male,17.0,32.0,707.61
white,24807.0,male,14.0,32.0,658.86
hispanic,30318.0,female,11.0,47.0,721.49
white,56445.0,male,16.0,25.0,477.21
white,7841.0,female,12.0,66.0,926.09
white,234318.0,male,19.0,39.0,928.48
hispanic,132833.0,female,15.0,43.0,708.56
white,28651.0,female,13.0,52.0,783.17
white,45914.0,female,16.0,48.0,740.58
white,140517.0,female,18.0,57.0,865.54
other,20068.0,female,12.0,59.0,894.37
white,21600.0,male,15.0,39.0,891.23
white,40989.0,male,13.0,36.0,801.75
hispanic,190221.0,male,17.0,37.0,973.24
white,41235.0,female,14.0,52.0,786.04
white,23733.0,female,15.0,55.0,813.44
white,93528.0,female,18.0,55.0,844.93
white,222428.0,female,19.0,52.0,831.39
white,84784.0,female,18.0,47.0,757.12
hispanic,36671.0,male,11.0,31.0,751.09
white,38901.0,female,15.0,50.0,762.75
white,175016.0,female,17.0,46.0,751.54
asian,75106.0,male,17.0,33.0,724.77
white,31901.0,female,15.0,50.0,777.77
white,89665.0,male,18.0,33.0,720.54
other,64150.0,female,14.0,53.0,796.79
white,23580.0,male,14.0,33.0,672.5
hispanic,42553.0,female,13.0,53.0,773.83
white,35267.0,male,13.0,36.0,796.44
white,86891.0,female,19.0,51.0,817.37
other,8545.0,male,12.0,36.0,775.67
asian,56445.0,female,18.0,48.0,878.11
white,88031.0,male,18.0,34.0,732.58
black,436902.0,male,17.0,31.0,666.64
other,158678.0,female,15.0,58.0,882.12
hispanic,47202.0,female,14.0,45.0,718.63
white,106611.0,male,17.0,37.0,859.8
white,24334.0,male,15.0,37.0,809.8
white,48682.0,male,15.0,34.0,752.52
white,33270.0,male,14.0,36.0,756.52
hispanic,25759.0,female,14.0,45.0,694.49
hispanic,166042.0,female,15.0,41.0,667.2
white,55105.0,female,18.0,57.0,818.57
white,47592.0,female,16.0,47.0,763.06
white,48559.0,female,16.0,50.0,763.96
hispanic,343167.0,male,16.0,33.0,873.43
white,25482.0,male,14.0,35.0,740.77
white,7590.0,male,12.0,38.0,846.76
asian,661232.0,male,18.0,35.0,794.86
white,23621.0,female,14.0,55.0,819.07
white,87945.0,male,19.0,32.0,695.3
white,114571.0,female,19.0,44.0,733.83
black,150949.0,female,15.0,49.0,552.09
white,15599.0,female,14.0,52.0,777.46
white,6708.0,male,13.0,35.0,730.17
other,70343.0,male,15.0,33.0,695.38
white,275754.0,female,17.0,46.0,764.9
white,24586.0,male,14.0,29.0,570.64
white,101014.0,male,19.0,40.0,985.29
other,64300.0,female,13.0,53.0,781.52
white,51439.0,female,15.0,50.0,762.14
black,57310.0,male,13.0,25.0,483.4
black,124337.0,male,18.0,34.0,758.37
hispanic,62829.0,female,15.0,44.0,686.96
white,91359.0,male,18.0,34.0,727.44
white,111529.0,female,17.0,54.0,846.63
asian,120724.0,male,17.0,32.0,712.68
white,44344.0,female,17.0,48.0,732.01
asian,54209.0,female,17.0,47.0,853.64
black,37153.0,male,12.0,37.0,791.46
hispanic,37168.0,female,12.0,47.0,731.71
hispanic,11432.0,female,11.0,45.0,691.51
hispanic,14199.0,male,12.0,41.0,1100.75
white,174682.0,male,17.0,32.0,691.29
white,101186.0,male,18.0,38.0,877.19
white,71258.0,female,17.0,51.0,809.08
hispanic,61262.0,female,15.0,42.0,657.27
hispanic,72978.0,female,14.0,56.0,856.93
white,24419.0,female,14.0,46.0,714.33
white,91038.0,female,18.0,48.0,773.2
other,268672.0,female,18.0,58.0,883.21
white,58634.0,male,16.0,31.0,638.36
white,19125.0,male,14.0,37.0,790.77
white,234764.0,female,19.0,55.0,878.67
white,86779.0,male,18.0,39.0,889.33
other,76085.0,male,15.0,37.0,850.78
white,57530.0,female,18.0,51.0,783.62
hispanic,19121.0,female,13.0,47.0,729.05
white,103690.0,female,20.0,49.0,768.3
white,158933.0,female,17.0,53.0,828.89
black,88262.0,male,16.0,30.0,613.79
white,65329.0,female,17.0,46.0,710.72
white,488861.0,female,20.0,42.0,738.78
hispanic,19568.0,male,12.0,39.0,1027.95
hispanic,125514.0,male,16.0,37.0,982.08
white,55361.0,male,15.0,25.0,494.32
other,87247.0,male,17.0,38.0,861.06
white,12731.0,male,14.0,40.0,875.65
other,132686.0,male,16.0,30.0,614.64
white,243830.0,male,19.0,35.0,802.34
white,29127.0,female,14.0,46.0,705.27
white,138370.0,female,17.0,57.0,863.36
white,17506.0,male,14.0,31.0,613.63
white,41318.0,female,19.0,54.0,830.08
white,104944.0,male,19.0,38.0,873.53
black,38795.0,male,12.0,39.0,877.85
white,18938.0,female,15.0,51.0,774.95
hispanic,45153.0,male,14.0,39.0,1037.09
white,59665.0,female,15.0,52.0,790.93
white,27150.0,male,15.0,27.0,543.28
white,122057.0,female,19.0,50.0,788.48
white,51299.0,female,16.0,46.0,719.24
hispanic,50965.0,male,13.0,34.0,855.89
other,599970.0,female,16.0,46.0,769.92
white,33841.0,female,16.0,54.0,817.94
white,89832.0,female,17.0,53.0,807.64
black,64060.0,male,15.0,44.0,1066.02
white,22492.0,male,15.0,33.0,681.5
white,407095.0,female,18.0,51.0,828.76
white,100814.0,female,17.0,45.0,732.12
white,87927.0,male,18.0,41.0,980.88
white,35464.0,male,12.0,32.0,640.67
white,21216.0,female,14.0,53.0,783.84
white,99971.0,female,19.0,53.0,816.77
hispanic,123167.0,male,15.0,24.0,600.3
black,63447.0,female,12.0,53.0,581.55
asian,49591.0,male,15.0,38.0,857.24
white,55411.0,female,16.0,46.0,725.23
white,52831.0,male,16.0,34.0,718.3
white,24570.0,male,14.0,31.0,621.31
white,25057.0,male,15.0,35.0,772.66
white,35529.0,male,13.0,34.0,729.72
white,65238.0,male,15.0,36.0,790.87
hispanic,21527.0,male,12.0,28.0,673.56
white,5905.0,male,16.0,39.0,873.28
white,61130.0,male,17.0,29.0,610.29
white,189484.0,female,17.0,51.0,813.79
white,345437.0,male,18.0,32.0,705.06
white,47752.0,male,17.0,35.0,767.69
white,82071.0,male,17.0,34.0,754.71
hispanic,6568.0,male,12.0,34.0,861.59
asian,52639.0,female,16.0,52.0,911.32
white,31986.0,male,15.0,33.0,675.25
other,26788.0,female,12.0,53.0,779.63
black,49545.0,male,14.0,34.0,727.05
hispanic,116918.0,male,15.0,39.0,1065.13
other,20682.0,female,11.0,51.0,784.36
black,10195.0,male,12.0,26.0,490.62
black,18865.0,male,13.0,40.0,919.81
hispanic,150908.0,female,17.0,54.0,823.9
white,39486.0,female,17.0,49.0,770.49
other,16244.0,male,12.0,32.0,623.76
white,37794.0,female,15.0,53.0,806.5
white,54768.0,male,15.0,34.0,708.3
white,10393.0,male,13.0,35.0,728.26
other,20591.0,female,12.0,61.0,882.24
white,53143.0,female,17.0,56.0,840.21
white,288779.0,female,18.0,52.0,812.05
white,13068.0,female,13.0,44.0,676.52
black,70795.0,male,15.0,38.0,874.27
white,85750.0,male,17.0,43.0,1029.71
asian,37629.0,female,14.0,53.0,890.28
black,46347.0,male,14.0,28.0,567.76
white,60000.0,female,17.0,50.0,775.99
asian,43122.0,male,14.0,32.0,689.85
hispanic,267791.0,male,16.0,35.0,934.79
white,38472.0,male,15.0,35.0,739.38
white,73264.0,female,16.0,48.0,764.13
white,49650.0,female,16.0,46.0,748.64
white,31468.0,female,14.0,52.0,775.93
black,47673.0,female,15.0,51.0,586.31
asian,24016.0,female,15.0,50.0,875.82
black,43379.0,female,13.0,49.0,547.73
white,16919.0,male,14.0,41.0,961.96
white,99766.0,female,17.0,52.0,782.33
white,46778.0,female,17.0,51.0,780.91
white,153168.0,female,17.0,49.0,782.95
white,14387.0,female,14.0,46.0,700.31
white,30364.0,female,13.0,53.0,795.85
white,22406.0,female,13.0,53.0,774.78
white,27462.0,male,16.0,38.0,868.07
white,10933.0,female,15.0,55.0,789.88
other,5542.0,female,11.0,52.0,744.69
black,270127.0,female,15.0,46.0,535.47
white,92581.0,male,17.0,30.0,612.76
white,547366.0,male,15.0,26.0,541.28
white,57897.0,female,18.0,48.0,758.18
black,21080.0,female,11.0,54.0,605.76
white,159608.0,female,17.0,48.0,755.82
other,40935.0,male,14.0,35.0,768.79
other,19163.0,female,12.0,50.0,757.99
other,6987.0,male,10.0,36.0,744.53
white,21522.0,male,12.0,36.0,771.03
white,8894.0,male,14.0,35.0,736.77
hispanic,28087.0,female,12.0,52.0,765.21
asian,153115.0,female,19.0,47.0,888.21
hispanic,17601.0,female,12.0,58.0,828.18
white,67775.0,male,14.0,36.0,778.35
black,24791.0,female,11.0,48.0,518.33
white,38293.0,female,14.0,48.0,735.77
black,83382.0,female,17.0,40.0,430.5
black,112062.0,female,15.0,48.0,536.41
other,48975.0,female,14.0,47.0,718.31
black,275038.0,female,16.0,56.0,654.75
white,37013.0,male,14.0,32.0,669.09
black,215659.0,female,16.0,46.0,536.11
white,19151.0,female,16.0,58.0,849.96
hispanic,72173.0,female,14.0,54.0,808.79
white,106997.0,male,17.0,40.0,952.23
white,15037.0,female,15.0,56.0,828.74
white,12858.0,male,14.0,42.0,962.33
white,13557.0,female,14.0,57.0,829.08
white,54281.0,male,15.0,25.0,472.39
black,43831.0,female,14.0,44.0,470.29
white,924804.0,male,17.0,36.0,838.0
hispanic,43940.0,female,15.0,48.0,767.45
hispanic,25196.0,female,11.0,50.0,749.25
hispanic,13147.0,female,11.0,47.0,730.18
asian,85826.0,male,20.0,33.0,724.31
black,11655.0,male,11.0,34.0,658.97
white,50388.0,male,17.0,38.0,858.75
other,120949.0,male,15.0,27.0,564.67
white,6248.0,male,13.0,33.0,686.06
